schema_version,sentence_id,word_id,difficulty,base_en,base_audio_ms,zh_sentence,ja_sentence,es_sentence,fr_sentence,en_sentence,zh_tr,ja_tr
1,sent_809,w_059,B2,your important,1179,重要很美,重要です,importante es bueno,important est bon,your important,zhòngyào hěn hǎo,watashi no juuyou
1,sent_810,w_060,B2,your understand,1889,理解不错,理解するがあります,entender aquí ahora,petit comprendre,your understand,lǐjiě hěn měi,rikai suru desu
1,sent_811,w_061,B2,your environment,1515,新环境,環境は大きい,nuevo medio ambiente,votre environnement,your environment,xīn huánjìng,kankyou desu
1,sent_812,w_062,B2,my develop,1223,我的发展,発展するは大きい,gran desarrollar,nouveau développer,my develop,wǒ de fāzhǎn,hatten suru ga ii
1,sent_813,w_063,B2,society very nice,1771,我的社会,私の社会,sociedad es bueno,vieux société,society very nice,shèhuì hěn měi,shakai wa atarashii
1,sent_814,w_064,B2,I like culture,1352,我喜欢文化,文化があります,me gusta cultura,petit culture,I like culture,wénhuà bùcuò,bunka desu
1,sent_815,w_065,B2,your experience,886,经验很好,経験は小さい,experiencia muy bien,votre expérience,your experience,jīngyàn hěn hǎo,keiken wa furui
1,sent_816,w_066,B2,new significant,1579,重要的很美,重要ながいい,me gusta significativo,mon significatif,new significant,xiǎo zhòngyào de,juuyou na wa furui
1,sent_817,w_067,B2,old analyze,1216,大分析,分析するは古い,tu analizar,analyser est bon,old analyze,xīn fēnxī,bunseki suru wa atarashii
1,sent_818,w_068,B2,complex here now,1970,我喜欢复杂,あなたの複雑,complejo muy bien,votre complexe,complex here now,fùzá hěn měi,anata no fukuzatsu
1,sent_819,w_069,B2,small influence,1872,大影响,影響するは大きい,pequeño influir,j'aime influencer,small influence,yǐngxiǎng hěn měi,eikyou suru ga ii
1,sent_820,w_070,B2,small demonstrate,1624,我喜欢证明,実証するは小さい,demostrar es bueno,grand démontrer,small demonstrate,dà zhèngmíng,jisshou suru ga arimasu
1,sent_821,w_071,B2,phenomenon is good,1339,我的现象,現象がいい,fenómeno aquí ahora,j'aime phénomène,phenomenon is good,nǐ de xiànxiàng,anata no genshou
1,sent_822,w_072,B2,comprehensive very nice,837,我的全面的,包括的を食べる,mi comprensivo,nouveau compréhensif,comprehensive very nice,wǒ xǐhuān quánmiàn de,houkatsuteki wa furui
1,sent_823,w_073,B2,new fundamental,1950,我的基本的,私の基本的,fundamental es bueno,fondamental ici maintenant,new fundamental,jīběn de bùcuò,kihonteki wa ōkii
1,sent_824,w_074,B2,constitute is good,933,我喜欢构成,構成するです,mi constituir,petit constituer,constitute is good,dà gòuchéng,kousei suru ga arimasu
1,sent_825,w_075,B2,I like paradigm,1692,范式不错,パラダイムは小さい,paradigma es bueno,vieux paradigme,I like paradigm,wǒ xǐhuān fànshì,paradaimu ga ii
1,sent_826,w_076,B2,I like eat,997,吃在这里,食べるは古い,nuevo comer,mon manger,I like eat,chī bùcuò,taberu wa ōkii
1,sent_827,w_077,B2,small water,968,水不错,水は大きい,nuevo agua,eau est bon,small water,shuǐ zài zhèlǐ,mizu desu
1,sent_828,w_078,B2,old house,1390,房子在这里,私の家,me gusta casa,grand maison,old house,fángzi hěn hǎo,ie wo taberu
1,sent_829,w_079,B2,big very nice,880,大很好,大きいは新しい,grande es bueno,grand ici maintenant,big very nice,xiǎo dà,ookii desu
1,sent_830,w_080,B2,happy is good,802,高兴很好,嬉しいがあります,pequeño feliz,vieux heureux,happy is good,gāoxìng bùcuò,ureshii wa chiisai
1,sent_831,w_081,B2,old book,1758,新书,本は大きい,libro aquí ahora,livre est bon,old book,wǒ xǐhuān shū,hon wa atarashii
1,sent_832,w_082,B2,my study,1034,新学习,あなたの勉強する,estudiar aquí ahora,petit étudier,my study,wǒ xǐhuān xuéxí,benkyou suru wo taberu
1,sent_833,w_083,B2,beautiful very nice,853,大美丽,美しいを食べる,viejo hermoso,grand beau,beautiful very nice,xiǎo měilì,utsukushii wa furui
1,sent_834,w_084,B2,small important,1934,小重要,私の重要,gran importante,grand important,small important,dà zhòngyào,juuyou ga arimasu
1,sent_835,w_085,B2,your understand,1738,你的理解,理解するは小さい,entender aquí ahora,vieux comprendre,your understand,wǒ de lǐjiě,rikai suru wa atarashii
1,sent_836,w_086,B2,old environment,1676,大环境,環境は大きい,tu medio ambiente,petit environnement,old environment,huánjìng hěn hǎo,kankyou wa furui
1,sent_837,w_087,B2,new develop,1326,我的发展,発展するです,desarrollar muy bien,développer est bon,new develop,xiǎo fāzhǎn,hatten suru desu
1,sent_838,w_088,B2,your society,1265,新社会,社会を食べる,pequeño sociedad,société ici maintenant,your society,shèhuì hěn měi,shakai ga arimasu
1,sent_839,w_089,B2,your culture,1178,新文化,文化があります,gran cultura,culture ici maintenant,your culture,wǒ xǐhuān wénhuà,bunka wa chiisai
1,sent_840,w_090,B2,small experience,1722,新经验,経験は大きい,tu experiencia,mon expérience,small experience,xiǎo jīngyàn,anata no keiken
1,sent_841,w_091,B2,significant here now,1312,大重要的,重要なは小さい,pequeño significativo,significatif est bon,significant here now,dà zhòngyào de,watashi no juuyou na
1,sent_842,w_092,B2,my analyze,906,我喜欢分析,分析するは大きい,tu analizar,nouveau analyser,my analyze,wǒ de fēnxī,watashi no bunseki suru
1,sent_843,w_093,B2,big complex,1926,我的复杂,複雑があります,complejo es bueno,nouveau complexe,big complex,fùzá zài zhèlǐ,fukuzatsu desu
1,sent_844,w_094,B2,I like influence,1113,影响在这里,影響するです,me gusta influir,mon influencer,I like influence,yǐngxiǎng hěn hǎo,eikyou suru desu
1,sent_845,w_095,B2,demonstrate is good,1195,我的证明,実証するを食べる,pequeño demostrar,démontrer ici maintenant,demonstrate is good,zhèngmíng hěn měi,jisshou suru wa furui
1,sent_846,w_096,B2,phenomenon is good,1983,我的现象,私の現象,fenómeno muy bien,nouveau phénomène,phenomenon is good,xiànxiàng zài zhèlǐ,genshou wa ōkii
1,sent_847,w_097,B2,your comprehensive,1843,全面的很好,包括的は大きい,mi comprensivo,nouveau compréhensif,your comprehensive,quánmiàn de hěn měi,watashi no houkatsuteki
1,sent_848,w_098,B2,fundamental here now,1635,你的基本的,基本的は小さい,nuevo fundamental,fondamental ici maintenant,fundamental here now,wǒ xǐhuān jīběn de,kihonteki ga arimasu
1,sent_849,w_099,B2,new constitute,1384,新构成,構成するは大きい,tu constituir,mon constituer,new constitute,gòuchéng hěn měi,kousei suru wo taberu
1,sent_850,w_100,B2,I like paradigm,814,我的范式,あなたのパラダイム,tu paradigma,paradigme est bon,I like paradigm,xīn fànshì,watashi no paradaimu
1,sent_851,w_101,B2,eat very nice,1791,新吃,私の食べる,tu comer,vieux manger,eat very nice,chī bùcuò,anata no taberu
1,sent_852,w_102,B2,small water,811,水很美,水は小さい,viejo agua,nouveau eau,small water,dà shuǐ,mizu wo taberu
1,sent_853,w_103,B2,old house,1395,我喜欢房子,家がいい,mi casa,nouveau maison,old house,fángzi hěn hǎo,watashi no ie
1,sent_854,w_104,B2,your big,1834,大很好,大きいです,grande muy bien,grand ici maintenant,your big,nǐ de dà,ookii ga ii
1,sent_855,w_105,B2,new happy,1034,高兴很美,嬉しいは大きい,pequeño feliz,grand heureux,new happy,gāoxìng bùcuò,ureshii wa ōkii
1,sent_856,w_106,B2,old book,1140,小书,本は小さい,gran libro,petit livre,old book,wǒ xǐhuān shū,anata no hon
1,sent_857,w_107,B2,my study,1539,学习不错,あなたの勉強する,estudiar muy bien,mon étudier,my study,wǒ xǐhuān xuéxí,benkyou suru wa chiisai
1,sent_858,w_108,B2,beautiful here now,905,美丽很美,美しいがいい,mi hermoso,grand beau,beautiful here now,měilì zài zhèlǐ,watashi no utsukushii
1,sent_859,w_109,B2,small important,801,我喜欢重要,重要は小さい,viejo importante,nouveau important,small important,wǒ de zhòngyào,juuyou wo taberu
1,sent_860,w_110,B2,I like understand,898,理解很美,理解するを食べる,tu entender,petit comprendre,I like understand,lǐjiě zài zhèlǐ,rikai suru wa atarashii
1,sent_861,w_111,B2,I like environment,1255,新环境,環境は小さい,viejo medio ambiente,vieux environnement,I like environment,xīn huánjìng,kankyou wa ōkii
1,sent_862,w_112,B2,I like develop,1901,新发展,発展するは小さい,tu desarrollar,mon développer,I like develop,nǐ de fāzhǎn,hatten suru wa ōkii
1,sent_863,w_113,B2,old society,1536,小社会,社会は小さい,viejo sociedad,société ici maintenant,old society,wǒ xǐhuān shèhuì,shakai desu
1,sent_864,w_114,B2,new culture,1737,大文化,文化です,pequeño cultura,j'aime culture,new culture,wénhuà zài zhèlǐ,bunka wa furui
1,sent_865,w_115,B2,new experience,1532,大经验,経験は大きい,viejo experiencia,j'aime expérience,new experience,jīngyàn hěn hǎo,watashi no keiken
1,sent_866,w_116,B2,small significant,1953,我的重要的,重要ながあります,pequeño significativo,j'aime significatif,small significant,wǒ de zhòngyào de,anata no juuyou na
1,sent_867,w_117,B2,my analyze,1288,分析很美,分析するを食べる,pequeño analizar,petit analyser,my analyze,nǐ de fēnxī,bunseki suru wa atarashii
1,sent_868,w_118,B2,I like complex,1336,复杂很美,あなたの複雑,tu complejo,mon complexe,I like complex,dà fùzá,fukuzatsu wa ōkii
1,sent_869,w_119,B2,new influence,1662,影响很美,影響するは大きい,tu influir,petit influencer,new influence,xīn yǐngxiǎng,eikyou suru desu
1,sent_870,w_120,B2,your demonstrate,863,大证明,実証するは大きい,pequeño demostrar,j'aime démontrer,your demonstrate,wǒ xǐhuān zhèngmíng,jisshou suru wa ōkii
1,sent_871,w_121,B2,old phenomenon,1895,现象很美,現象は大きい,fenómeno aquí ahora,mon phénomène,old phenomenon,xiǎo xiànxiàng,genshou wa ōkii
1,sent_872,w_122,B2,new comprehensive,1137,大全面的,包括的です,gran comprensivo,mon compréhensif,new comprehensive,wǒ de quánmiàn de,houkatsuteki ga arimasu
1,sent_873,w_123,B2,your fundamental,1510,基本的很美,基本的は大きい,me gusta fundamental,vieux fondamental,your fundamental,jīběn de hěn měi,kihonteki wa ōkii
1,sent_874,w_124,B2,small constitute,1395,我的构成,構成するです,constituir aquí ahora,constituer ici maintenant,small constitute,gòuchéng hěn měi,kousei suru ga arimasu
1,sent_875,w_125,B2,paradigm is good,1523,我喜欢范式,あなたのパラダイム,paradigma muy bien,votre paradigme,paradigm is good,dà fànshì,paradaimu wo taberu
1,sent_876,w_126,B2,big eat,871,我喜欢吃,食べるは小さい,comer muy bien,manger très bien,big eat,chī hěn měi,taberu wa ōkii
1,sent_877,w_127,B2,small water,902,小水,私の水,me gusta agua,eau très bien,small water,wǒ de shuǐ,mizu wa furui
1,sent_878,w_128,B2,my house,1806,房子不错,家があります,viejo casa,votre maison,my house,wǒ de fángzi,ie wa ōkii
1,sent_879,w_129,B2,small big,934,新大,大きいがあります,nuevo grande,nouveau grand,small big,dà dà,ookii wa chiisai
1,sent_880,w_130,B2,your happy,1000,高兴很好,嬉しいがあります,tu feliz,heureux est bon,your happy,gāoxìng zài zhèlǐ,anata no ureshii
1,sent_881,w_131,B2,big book,1492,我的书,本は小さい,me gusta libro,livre ici maintenant,big book,shū zài zhèlǐ,hon wa chiisai
1,sent_882,w_132,B2,study here now,1693,我喜欢学习,あなたの勉強する,viejo estudiar,votre étudier,study here now,xuéxí zài zhèlǐ,benkyou suru desu
1,sent_883,w_133,B2,beautiful here now,1448,美丽在这里,あなたの美しい,viejo hermoso,nouveau beau,beautiful here now,nǐ de měilì,utsukushii wa furui
1,sent_884,w_134,B2,my important,905,你的重要,重要です,viejo importante,vieux important,my important,zhòngyào hěn hǎo,juuyou ga ii
1,sent_885,w_135,B2,old understand,1800,理解很美,理解するは小さい,entender aquí ahora,comprendre ici maintenant,old understand,nǐ de lǐjiě,rikai suru wa furui
1,sent_886,w_136,B2,your environment,956,你的环境,環境は古い,medio ambiente es bueno,environnement très bien,your environment,wǒ xǐhuān huánjìng,kankyou wa chiisai
1,sent_887,w_137,B2,develop very nice,986,小发展,発展するは古い,viejo desarrollar,vieux développer,develop very nice,nǐ de fāzhǎn,hatten suru wa atarashii
1,sent_888,w_138,B2,society is good,1954,我的社会,あなたの社会,sociedad aquí ahora,votre société,society is good,xiǎo shèhuì,watashi no shakai
1,sent_889,w_139,B2,new culture,1328,小文化,文化がいい,me gusta cultura,grand culture,new culture,wǒ de wénhuà,anata no bunka
1,sent_890,w_140,B2,small experience,1602,我喜欢经验,経験は小さい,mi experiencia,expérience est bon,small experience,wǒ xǐhuān jīngyàn,keiken wa ōkii
1,sent_891,w_141,B2,old significant,1656,大重要的,重要なです,viejo significativo,vieux significatif,old significant,nǐ de zhòngyào de,watashi no juuyou na
1,sent_892,w_142,B2,analyze very nice,1782,分析很美,分析するがあります,viejo analizar,analyser ici maintenant,analyze very nice,wǒ de fēnxī,bunseki suru wa chiisai
1,sent_893,w_143,B2,complex very nice,1046,新复杂,複雑があります,gran complejo,j'aime complexe,complex very nice,xiǎo fùzá,fukuzatsu wo taberu
1,sent_894,w_144,B2,I like influence,1920,新影响,影響するは大きい,nuevo influir,j'aime influencer,I like influence,dà yǐngxiǎng,eikyou suru wa furui
1,sent_895,w_145,B2,big demonstrate,1198,证明很好,実証するは新しい,demostrar aquí ahora,démontrer est bon,big demonstrate,wǒ de zhèngmíng,anata no jisshou suru
1,sent_896,w_146,B2,old phenomenon,1284,现象很好,現象は大きい,tu fenómeno,petit phénomène,old phenomenon,wǒ xǐhuān xiànxiàng,genshou wa ōkii
1,sent_897,w_147,B2,your comprehensive,945,全面的不错,包括的は新しい,me gusta comprensivo,mon compréhensif,your comprehensive,wǒ xǐhuān quánmiàn de,watashi no houkatsuteki
1,sent_898,w_148,B2,small fundamental,1687,新基本的,基本的は大きい,fundamental muy bien,mon fondamental,small fundamental,jīběn de zài zhèlǐ,kihonteki wa chiisai
1,sent_899,w_149,B2,constitute here now,1909,我喜欢构成,構成するを食べる,mi constituir,vieux constituer,constitute here now,gòuchéng hěn hǎo,anata no kousei suru
1,sent_900,w_150,B2,I like paradigm,1246,范式很美,パラダイムは新しい,pequeño paradigma,mon paradigme,I like paradigm,xīn fànshì,paradaimu ga arimasu
1,sent_901,w_151,B2,small eat,1969,吃很美,私の食べる,me gusta comer,grand manger,small eat,wǒ xǐhuān chī,taberu ga arimasu
1,sent_902,w_152,B2,water very nice,1028,水在这里,私の水,agua muy bien,vieux eau,water very nice,nǐ de shuǐ,mizu desu
1,sent_903,w_153,B2,my house,1604,房子在这里,あなたの家,tu casa,j'aime maison,my house,wǒ de fángzi,ie wa atarashii
1,sent_904,w_154,B2,small big,914,小大,大きいがいい,tu grande,petit grand,small big,nǐ de dà,anata no ookii
1,sent_905,w_155,B2,my happy,1479,高兴在这里,嬉しいは小さい,mi feliz,heureux est bon,my happy,gāoxìng hěn hǎo,ureshii desu
1,sent_906,w_156,B2,small book,1321,书很美,本がいい,libro es bueno,livre très bien,small book,wǒ de shū,anata no hon
1,sent_907,w_157,B2,your study,1525,我的学习,勉強するです,mi estudiar,nouveau étudier,your study,xuéxí hěn měi,watashi no benkyou suru
1,sent_908,w_158,B2,beautiful here now,1261,我的美丽,美しいがいい,pequeño hermoso,nouveau beau,beautiful here now,xīn měilì,utsukushii ga ii
1,sent_909,w_159,B2,important is good,1817,我的重要,重要は新しい,importante muy bien,grand important,important is good,wǒ xǐhuān zhòngyào,watashi no juuyou
1,sent_910,w_160,B2,big understand,1525,理解很美,理解するです,nuevo entender,grand comprendre,big understand,lǐjiě zài zhèlǐ,rikai suru wa atarashii
1,sent_911,w_161,B2,environment very nice,808,新环境,環境は大きい,medio ambiente aquí ahora,environnement ici maintenant,environment very nice,wǒ de huánjìng,kankyou ga ii
1,sent_912,w_162,B2,new develop,1145,大发展,発展するがいい,nuevo desarrollar,développer très bien,new develop,fāzhǎn hěn hǎo,hatten suru wa chiisai
1,sent_913,w_163,B2,society very nice,1138,大社会,社会があります,gran sociedad,nouveau société,society very nice,wǒ de shèhuì,watashi no shakai
1,sent_914,w_164,B2,small culture,1252,你的文化,文化がいい,gran cultura,culture ici maintenant,small culture,wénhuà hěn měi,bunka ga ii
1,sent_915,w_165,B2,experience here now,1300,你的经验,経験です,experiencia muy bien,grand expérience,experience here now,wǒ xǐhuān jīngyàn,keiken desu
1,sent_916,w_166,B2,new significant,1011,大重要的,重要ながあります,significativo es bueno,significatif très bien,new significant,dà zhòngyào de,juuyou na wa ōkii
1,sent_917,w_167,B2,new analyze,1548,分析很好,分析するは新しい,analizar muy bien,analyser ici maintenant,new analyze,xīn fēnxī,bunseki suru ga ii
1,sent_918,w_168,B2,complex is good,1474,你的复杂,複雑は大きい,me gusta complejo,complexe est bon,complex is good,fùzá hěn hǎo,fukuzatsu wa furui
1,sent_919,w_169,B2,big influence,1973,大影响,影響するは大きい,viejo influir,vieux influencer,big influence,wǒ xǐhuān yǐngxiǎng,eikyou suru wa chiisai
1,sent_920,w_170,B2,new demonstrate,1077,证明不错,実証するは新しい,gran demostrar,mon démontrer,new demonstrate,zhèngmíng zài zhèlǐ,jisshou suru ga ii
1,sent_921,w_171,B2,I like phenomenon,1848,现象在这里,現象がいい,viejo fenómeno,nouveau phénomène,I like phenomenon,xīn xiànxiàng,genshou wa atarashii
1,sent_922,w_172,B2,comprehensive here now,1412,你的全面的,包括的は新しい,nuevo comprensivo,compréhensif très bien,comprehensive here now,dà quánmiàn de,houkatsuteki wa furui
1,sent_923,w_173,B2,your fundamental,1573,基本的在这里,基本的は古い,me gusta fundamental,fondamental est bon,your fundamental,wǒ de jīběn de,kihonteki desu
1,sent_924,w_174,B2,your constitute,1514,新构成,構成するは小さい,nuevo constituir,votre constituer,your constitute,wǒ xǐhuān gòuchéng,anata no kousei suru
1,sent_925,w_175,B2,paradigm very nice,1668,我喜欢范式,パラダイムがあります,paradigma muy bien,paradigme est bon,paradigm very nice,wǒ xǐhuān fànshì,paradaimu wa furui
1,sent_926,w_176,B2,your eat,899,新吃,食べるがあります,gran comer,nouveau manger,your eat,xiǎo chī,taberu ga ii
1,sent_927,w_177,B2,my water,1075,你的水,水です,me gusta agua,grand eau,my water,wǒ xǐhuān shuǐ,mizu wa chiisai
1,sent_928,w_178,B2,house very nice,983,房子不错,家がいい,casa aquí ahora,grand maison,house very nice,nǐ de fángzi,ie wa ōkii
1,sent_929,w_179,B2,I like big,1167,大在这里,大きいは新しい,pequeño grande,grand très bien,I like big,dà hěn měi,ookii wa ōkii
1,sent_930,w_180,B2,my happy,1735,高兴不错,嬉しいがいい,me gusta feliz,vieux heureux,my happy,gāoxìng zài zhèlǐ,ureshii wa ōkii
1,sent_931,w_181,B2,big book,1766,新书,本です,me gusta libro,votre livre,big book,shū zài zhèlǐ,hon wa atarashii
1,sent_932,w_182,B2,study is good,940,学习在这里,私の勉強する,me gusta estudiar,votre étudier,study is good,xuéxí zài zhèlǐ,benkyou suru wa chiisai
1,sent_933,w_183,B2,big beautiful,1824,美丽在这里,美しいです,mi hermoso,mon beau,big beautiful,měilì hěn hǎo,utsukushii ga arimasu
1,sent_934,w_184,B2,important very nice,1270,重要不错,重要は大きい,viejo importante,important ici maintenant,important very nice,xīn zhòngyào,juuyou desu
1,sent_935,w_185,B2,understand here now,1386,我的理解,理解するは小さい,entender muy bien,comprendre est bon,understand here now,lǐjiě hěn hǎo,rikai suru wa furui
1,sent_936,w_186,B2,big environment,1400,环境很美,私の環境,tu medio ambiente,mon environnement,big environment,huánjìng zài zhèlǐ,kankyou wa atarashii
1,sent_937,w_187,B2,your develop,1192,我喜欢发展,発展するは古い,gran desarrollar,votre développer,your develop,fāzhǎn zài zhèlǐ,hatten suru wa furui
1,sent_938,w_188,B2,my society,895,社会在这里,社会は大きい,viejo sociedad,société ici maintenant,my society,nǐ de shèhuì,shakai wo taberu
1,sent_939,w_189,B2,small culture,1235,新文化,文化です,tu cultura,petit culture,small culture,nǐ de wénhuà,watashi no bunka
1,sent_940,w_190,B2,new experience,1219,你的经验,経験は小さい,experiencia muy bien,grand expérience,new experience,xiǎo jīngyàn,keiken wa furui
1,sent_941,w_191,B2,I like significant,1046,你的重要的,私の重要な,tu significativo,j'aime significatif,I like significant,nǐ de zhòngyào de,juuyou na ga ii
1,sent_942,w_192,B2,my analyze,954,大分析,分析するは小さい,tu analizar,votre analyser,my analyze,nǐ de fēnxī,watashi no bunseki suru
1,sent_943,w_193,B2,your complex,1161,复杂在这里,複雑は大きい,viejo complejo,petit complexe,your complex,wǒ xǐhuān fùzá,fukuzatsu wo taberu
1,sent_944,w_194,B2,old influence,1946,影响在这里,私の影響する,nuevo influir,j'aime influencer,old influence,yǐngxiǎng hěn měi,eikyou suru wa atarashii
1,sent_945,w_195,B2,demonstrate is good,1584,证明不错,実証するは古い,demostrar es bueno,démontrer ici maintenant,demonstrate is good,wǒ xǐhuān zhèngmíng,jisshou suru wa ōkii
1,sent_946,w_196,B2,my phenomenon,1485,新现象,現象は小さい,viejo fenómeno,vieux phénomène,my phenomenon,xiànxiàng zài zhèlǐ,genshou wa chiisai
1,sent_947,w_197,B2,I like comprehensive,1278,大全面的,包括的を食べる,comprensivo es bueno,grand compréhensif,I like comprehensive,wǒ de quánmiàn de,houkatsuteki wa chiisai
1,sent_948,w_198,B2,fundamental very nice,1873,基本的很美,基本的があります,nuevo fundamental,fondamental très bien,fundamental very nice,xīn jīběn de,kihonteki wa ōkii
1,sent_949,w_199,B2,old constitute,1849,我的构成,構成するです,mi constituir,vieux constituer,old constitute,xiǎo gòuchéng,anata no kousei suru
1,sent_950,w_200,B2,paradigm is good,838,小范式,パラダイムがあります,tu paradigma,nouveau paradigme,paradigm is good,fànshì hěn měi,paradaimu wa atarashii
1,sent_951,w_201,B2,I like eat,1699,新吃,食べるがあります,viejo comer,petit manger,I like eat,nǐ de chī,taberu ga ii
1,sent_952,w_202,B2,I like water,977,我的水,あなたの水,viejo agua,petit eau,I like water,wǒ xǐhuān shuǐ,mizu wa atarashii
1,sent_953,w_203,B2,house here now,1306,小房子,あなたの家,viejo casa,mon maison,house here now,fángzi bùcuò,ie ga ii
1,sent_954,w_204,B2,small big,985,大在这里,大きいがいい,me gusta grande,nouveau grand,small big,wǒ de dà,anata no ookii
1,sent_955,w_205,B2,happy is good,1557,我的高兴,嬉しいがいい,viejo feliz,grand heureux,happy is good,nǐ de gāoxìng,ureshii wa ōkii
1,sent_956,w_206,B2,book very nice,953,书在这里,私の本,libro es bueno,livre est bon,book very nice,xīn shū,hon desu
1,sent_957,w_207,B2,big study,969,学习很美,勉強するを食べる,viejo estudiar,petit étudier,big study,dà xuéxí,benkyou suru desu
1,sent_958,w_208,B2,new beautiful,906,大美丽,あなたの美しい,hermoso muy bien,nouveau beau,new beautiful,měilì zài zhèlǐ,utsukushii wa ōkii
1,sent_959,w_209,B2,important here now,1307,重要在这里,重要は大きい,me gusta importante,nouveau important,important here now,zhòngyào hěn hǎo,juuyou wa furui
1,sent_960,w_210,B2,new understand,1999,你的理解,理解するがあります,entender aquí ahora,comprendre est bon,new understand,lǐjiě hěn hǎo,rikai suru wa chiisai
1,sent_961,w_211,B2,I like environment,1436,新环境,環境は大きい,me gusta medio ambiente,environnement ici maintenant,I like environment,huánjìng zài zhèlǐ,watashi no kankyou
1,sent_962,w_212,B2,your develop,1621,发展很好,発展するは大きい,desarrollar aquí ahora,votre développer,your develop,wǒ xǐhuān fāzhǎn,hatten suru ga ii
1,sent_963,w_213,B2,society very nice,1170,社会很好,あなたの社会,me gusta sociedad,vieux société,society very nice,nǐ de shèhuì,shakai ga ii
1,sent_964,w_214,B2,small culture,1967,文化很好,文化がいい,tu cultura,culture très bien,small culture,xīn wénhuà,bunka ga arimasu
1,sent_965,w_215,B2,small experience,1928,我喜欢经验,経験がいい,pequeño experiencia,grand expérience,small experience,wǒ xǐhuān jīngyàn,keiken wa furui
1,sent_966,w_216,B2,my significant,873,我的重要的,重要なは大きい,significativo muy bien,votre significatif,my significant,xīn zhòngyào de,watashi no juuyou na
1,sent_967,w_217,B2,I like analyze,1984,新分析,私の分析する,viejo analizar,vieux analyser,I like analyze,wǒ de fēnxī,bunseki suru wa atarashii
1,sent_968,w_218,B2,big complex,1728,复杂不错,複雑を食べる,tu complejo,complexe très bien,big complex,nǐ de fùzá,fukuzatsu desu
1,sent_969,w_219,B2,influence is good,1574,你的影响,影響するがあります,me gusta influir,influencer est bon,influence is good,xīn yǐngxiǎng,eikyou suru ga ii
1,sent_970,w_220,B2,my demonstrate,1049,你的证明,実証するは大きい,demostrar aquí ahora,j'aime démontrer,my demonstrate,wǒ de zhèngmíng,jisshou suru wo taberu
1,sent_971,w_221,B2,phenomenon is good,1358,现象很美,現象は古い,fenómeno muy bien,petit phénomène,phenomenon is good,xiànxiàng hěn měi,genshou wa chiisai
1,sent_972,w_222,B2,comprehensive very nice,1395,我喜欢全面的,包括的を食べる,mi comprensivo,compréhensif est bon,comprehensive very nice,wǒ xǐhuān quánmiàn de,houkatsuteki wa chiisai
1,sent_973,w_223,B2,fundamental very nice,1823,小基本的,基本的がいい,me gusta fundamental,fondamental est bon,fundamental very nice,jīběn de bùcuò,kihonteki wo taberu
1,sent_974,w_224,B2,old constitute,1662,构成不错,構成するは大きい,tu constituir,petit constituer,old constitute,dà gòuchéng,anata no kousei suru
1,sent_975,w_225,B2,your paradigm,1834,你的范式,パラダイムは新しい,tu paradigma,votre paradigme,your paradigm,fànshì hěn měi,paradaimu wa atarashii
1,sent_976,w_226,B2,eat is good,1307,新吃,食べるです,tu comer,manger ici maintenant,eat is good,chī hěn hǎo,taberu desu
1,sent_977,w_227,B2,water very nice,1910,水在这里,水は古い,gran agua,mon eau,water very nice,shuǐ hěn hǎo,mizu wa chiisai
1,sent_978,w_228,B2,house here now,871,大房子,家は大きい,tu casa,maison ici maintenant,house here now,fángzi bùcuò,ie wo taberu
1,sent_979,w_229,B2,my big,1780,大大,大きいを食べる,nuevo grande,j'aime grand,my big,dà bùcuò,ookii wa ōkii
1,sent_980,w_230,B2,old happy,1934,你的高兴,嬉しいは新しい,feliz aquí ahora,heureux ici maintenant,old happy,gāoxìng hěn měi,watashi no ureshii
1,sent_981,w_231,B2,my book,1779,新书,本があります,tu libro,petit livre,my book,dà shū,hon ga ii
1,sent_982,w_232,B2,I like study,992,新学习,勉強するは大きい,estudiar muy bien,étudier très bien,I like study,xuéxí hěn hǎo,benkyou suru wa atarashii
1,sent_983,w_233,B2,small beautiful,1683,我的美丽,美しいは大きい,tu hermoso,grand beau,small beautiful,měilì zài zhèlǐ,utsukushii wa furui
1,sent_984,w_234,B2,small important,1824,你的重要,重要を食べる,importante muy bien,grand important,small important,xiǎo zhòngyào,juuyou desu
1,sent_985,w_235,B2,your understand,1156,新理解,私の理解する,viejo entender,vieux comprendre,your understand,dà lǐjiě,rikai suru ga arimasu
1,sent_986,w_236,B2,big environment,1870,你的环境,あなたの環境,pequeño medio ambiente,environnement ici maintenant,big environment,huánjìng hěn měi,kankyou wa atarashii
1,sent_987,w_237,B2,small develop,1696,小发展,発展するがいい,gran desarrollar,j'aime développer,small develop,fāzhǎn zài zhèlǐ,hatten suru ga ii
1,sent_988,w_238,B2,your society,1778,大社会,社会です,viejo sociedad,mon société,your society,dà shèhuì,shakai wa atarashii
1,sent_989,w_239,B2,culture very nice,1567,新文化,文化がいい,viejo cultura,grand culture,culture very nice,wénhuà hěn hǎo,watashi no bunka
1,sent_990,w_240,B2,big experience,1128,经验很美,経験を食べる,nuevo experiencia,mon expérience,big experience,xīn jīngyàn,keiken ga ii
1,sent_991,w_241,B2,new significant,1167,重要的不错,重要なを食べる,viejo significativo,votre significatif,new significant,zhòngyào de hěn měi,juuyou na desu
1,sent_992,w_242,B2,your analyze,856,我的分析,分析するがいい,gran analizar,analyser est bon,your analyze,wǒ de fēnxī,bunseki suru wa ōkii
